,id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click
2039,6669,User6669,38.0,Female,Mobile,Side,,Night,1
2040,7138,User7138,26.0,Male,Tablet,Top,Social Media,,1
2041,1975,User1975,,Female,Mobile,Top,Social Media,,1
2042,9572,User9572,38.0,,Mobile,Bottom,Social Media,Morning,1
2043,9805,User9805,47.0,,,Bottom,,Evening,0
2044,8018,User8018,,,Desktop,,,Night,1
2045,4976,User4976,34.0,Female,,Bottom,Entertainment,Afternoon,1
2046,5329,User5329,54.0,Male,Tablet,,Education,Evening,1
2047,8147,User8147,32.0,Female,Desktop,,,Night,1
2048,4707,User4707,21.0,Non-Binary,Desktop,Top,,Evening,1
2049,7507,User7507,,,,Top,Education,Afternoon,1
2050,7154,User7154,44.0,,Desktop,,,Night,0
2051,620,User620,,Non-Binary,Mobile,Bottom,,,0
2052,3371,User3371,25.0,Male,,,Education,Morning,0
2053,6086,User6086,24.0,Male,Desktop,Bottom,,Morning,1
2054,2096,User2096,48.0,Non-Binary,Desktop,,,Night,1
2055,9753,User9753,46.0,Male,Tablet,Top,Entertainment,Night,1
2056,1858,User1858,39.0,Non-Binary,Desktop,,,,0
2057,3042,User3042,,,Mobile,Side,Social Media,Afternoon,1
2058,6378,User6378,51.0,,Desktop,Bottom,,Evening,0
2059,8114,User8114,,,Tablet,,,Afternoon,0
2060,3875,User3875,,Non-Binary,Mobile,Bottom,Shopping,Evening,0
2061,7007,User7007,,Non-Binary,Tablet,,News,Afternoon,0
2062,6724,User6724,37.0,Female,Desktop,Top,Entertainment,Evening,1
2063,190,User190,,,Mobile,Top,Entertainment,Night,0
2064,8018,User8018,,,Desktop,Side,,,1
2065,1650,User1650,29.0,,Desktop,Bottom,,,1
2066,4963,User4963,,,Desktop,Top,Social Media,Night,0
2067,9227,User9227,,Non-Binary,Mobile,Side,,Morning,1
2068,7268,User7268,28.0,Female,Desktop,Bottom,,Evening,1
2069,7266,User7266,,,Tablet,,Education,Afternoon,1
2070,6553,User6553,,,Desktop,Bottom,Education,Morning,1
2071,998,User998,,,,Top,,,1
2072,1969,User1969,46.0,Non-Binary,Mobile,Bottom,,Night,1
2073,3042,User3042,,,,Side,Social Media,Afternoon,1
2074,1420,User1420,62.0,Non-Binary,Desktop,,News,,1
2075,7971,User7971,,Non-Binary,,Top,,Evening,1
2076,9418,User9418,20.0,Male,Tablet,Side,News,Night,1
2077,8729,User8729,,Non-Binary,Desktop,Side,,Afternoon,0
2078,680,User680,,Male,Mobile,Bottom,News,Night,0
2079,985,User985,46.0,Male,Desktop,Top,Shopping,Afternoon,0
2080,82,User82,,,Mobile,Side,,Evening,0
2081,2137,User2137,,Male,Tablet,Side,News,,1
2082,1126,User1126,31.0,,Tablet,Side,,,1
2083,8144,User8144,64.0,,Tablet,Bottom,News,Morning,0
2084,2150,User2150,39.0,,Mobile,Top,,Night,0
2085,5082,User5082,44.0,,Mobile,,Shopping,Afternoon,1
2086,9419,User9419,,,Mobile,Side,Social Media,Afternoon,1
2087,4675,User4675,,Female,Tablet,Top,Education,Night,0
2088,5860,User5860,,,,Bottom,Entertainment,,1
2089,1653,User1653,37.0,Non-Binary,Mobile,Top,News,Evening,0
2090,764,User764,,Male,Mobile,,,Morning,0
2091,6576,User6576,62.0,Female,Desktop,Bottom,Entertainment,Morning,1
2092,6906,User6906,,Non-Binary,,,,Morning,1
2093,6457,User6457,51.0,Male,Desktop,Side,,Afternoon,0
2094,1935,User1935,30.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
2095,3908,User3908,50.0,Female,Desktop,Bottom,,,1
2096,8753,User8753,,Non-Binary,Tablet,Top,Entertainment,Morning,1
2097,1148,User1148,25.0,,Mobile,Bottom,,Afternoon,1
2098,7516,User7516,,,Desktop,Side,Entertainment,Evening,0
2099,3117,User3117,21.0,,Tablet,Bottom,,Afternoon,1
2100,8373,User8373,29.0,Male,,Side,,Afternoon,1
2101,2021,User2021,41.0,Male,Mobile,,Social Media,Night,1
2102,3071,User3071,39.0,,Desktop,Top,,Evening,0
2103,5543,User5543,,Non-Binary,,Bottom,,Afternoon,0
2104,6573,User6573,55.0,,Desktop,Side,,Evening,1
2105,6494,User6494,,Non-Binary,,Top,Social Media,,0
2106,2289,User2289,,Female,Desktop,Bottom,Shopping,Morning,1
2107,9511,User9511,37.0,Female,Desktop,Side,News,Evening,0
2108,2425,User2425,42.0,Male,Tablet,Top,Entertainment,Morning,0
2109,250,User250,,,Mobile,Bottom,News,Afternoon,1
2110,911,User911,32.0,Non-Binary,Desktop,Top,,Night,1
2111,112,User112,,,Tablet,Top,,,0
2112,6287,User6287,40.0,,Tablet,Bottom,,Morning,1
2113,5732,User5732,,Non-Binary,Tablet,Bottom,,Evening,1
2114,4034,User4034,43.0,,Desktop,Top,,Night,1
2115,3375,User3375,52.0,,,Bottom,Education,Morning,1
2116,6248,User6248,,Female,Mobile,,,Evening,1
2117,6132,User6132,,Non-Binary,Mobile,Bottom,,Night,0
2118,7619,User7619,62.0,Male,,Side,News,Night,0
2119,8373,User8373,,Male,,,Shopping,,1
2120,5498,User5498,,Female,Tablet,Side,Education,,1
2121,6683,User6683,,Female,Tablet,Side,,,1
2122,9617,User9617,63.0,,Tablet,Side,,Afternoon,1
2123,342,User342,28.0,,Mobile,Side,,,0
2124,2309,User2309,,,Tablet,,,Night,1
2125,4634,User4634,,Non-Binary,Desktop,Side,Shopping,Afternoon,0
2126,992,User992,,,Desktop,Bottom,Education,Night,0
2127,3180,User3180,,,Desktop,,,Morning,0
2128,2044,User2044,31.0,,Mobile,Top,News,Evening,1
2129,8115,User8115,20.0,Female,,Top,,Afternoon,1
2130,8631,User8631,,Female,Desktop,Top,,Morning,1
2131,6467,User6467,,Non-Binary,Desktop,Side,,Morning,1
2132,3854,User3854,,,Tablet,Bottom,Social Media,Afternoon,1
2133,9504,User9504,,Male,,Top,Shopping,Morning,1
2134,9855,User9855,,Male,Desktop,,News,Morning,1
2135,228,User228,46.0,,Mobile,Top,Social Media,Evening,1
2136,5579,User5579,,Non-Binary,,Side,Shopping,Evening,1
2137,4325,User4325,,Male,Tablet,Side,Shopping,Morning,0
2138,4140,User4140,,,Mobile,Top,,,0
2139,4848,User4848,,Female,Desktop,,,Night,1
2140,3641,User3641,33.0,Female,,,,,1
2141,5756,User5756,51.0,,Tablet,Top,Shopping,Afternoon,1
2142,3343,User3343,39.0,Non-Binary,Tablet,Top,,,0
2143,8493,User8493,,,Mobile,Side,,,0
2144,9689,User9689,,,Desktop,Bottom,Entertainment,Afternoon,1
2145,1253,User1253,36.0,,Desktop,Bottom,,Morning,1
2146,5198,User5198,47.0,Male,Desktop,Bottom,Education,Night,1
2147,5119,User5119,,,Desktop,Bottom,Entertainment,Morning,0
2148,4742,User4742,31.0,Male,Desktop,Bottom,,Night,1
2149,4836,User4836,55.0,,Tablet,Side,,Evening,1
2150,9149,User9149,24.0,,Mobile,Side,Entertainment,Night,1
2151,1926,User1926,50.0,Female,Mobile,Bottom,,Night,0
2152,5818,User5818,,,Tablet,Top,Social Media,Night,1
2153,1914,User1914,42.0,Male,Tablet,Bottom,,Night,1
2154,1635,User1635,54.0,Female,Tablet,Top,News,Evening,1
2155,7745,User7745,,Female,,Top,Education,Afternoon,0
2156,3908,User3908,50.0,Female,Desktop,Bottom,,,1
2157,3801,User3801,26.0,Non-Binary,Desktop,Side,,,1
2158,1935,User1935,30.0,Female,Desktop,Bottom,,Afternoon,1
2159,7941,User7941,41.0,,Desktop,Bottom,,Afternoon,1
2160,1606,User1606,,Male,Mobile,,Education,Afternoon,0
2161,5425,User5425,,,Mobile,Side,Entertainment,Afternoon,1
2162,9090,User9090,41.0,Male,Desktop,Side,,,1
2163,5301,User5301,,Male,Tablet,Side,,Night,1
2164,3062,User3062,34.0,Male,Desktop,,Entertainment,Evening,1
2165,1651,User1651,35.0,Non-Binary,Mobile,Side,,Afternoon,0
2166,5912,User5912,41.0,Non-Binary,,Side,Education,Night,1
2167,2346,User2346,,Non-Binary,Mobile,Bottom,,,0
2168,6581,User6581,33.0,,Mobile,,News,,1
2169,4697,User4697,,,Mobile,Side,Entertainment,Afternoon,1
2170,8701,User8701,,Female,,Top,,Evening,0
2171,7661,User7661,48.0,,Mobile,Side,News,Night,1
2172,1253,User1253,36.0,Female,Desktop,Bottom,Shopping,,1
2173,5324,User5324,,,Mobile,Top,Social Media,Night,1
2174,3330,User3330,49.0,Male,Desktop,Top,News,Afternoon,1
2175,9420,User9420,,Non-Binary,Tablet,Side,,,1
2176,8937,User8937,57.0,Male,Tablet,Side,,Afternoon,1
2177,2913,User2913,57.0,,Mobile,Side,Social Media,,1
2178,5105,User5105,64.0,Male,Tablet,Top,Entertainment,Morning,0
2179,3641,User3641,33.0,Female,Tablet,Top,,Night,1
2180,5501,User5501,,Non-Binary,Mobile,Bottom,Social Media,Evening,1
2181,4459,User4459,,Non-Binary,Desktop,Top,,Afternoon,0
2182,1704,User1704,61.0,Female,Tablet,Bottom,Shopping,,1
2183,5623,User5623,53.0,,Desktop,Side,,Morning,1
2184,9690,User9690,,,Tablet,Side,,Night,0
2185,9550,User9550,58.0,Non-Binary,,Top,Education,Afternoon,1
2186,8916,User8916,,Male,Tablet,Bottom,Education,,0
2187,6869,User6869,,,Desktop,Bottom,Shopping,Morning,0
2188,9180,User9180,52.0,,Desktop,Bottom,Education,Night,0
2189,8809,User8809,42.0,,,Side,Social Media,Morning,0
2190,8726,User8726,62.0,,Desktop,Side,Education,Morning,1
2191,9472,User9472,25.0,Male,Mobile,,Shopping,Evening,0
2192,8972,User8972,,,Tablet,,,Night,0
2193,7505,User7505,,,,Top,,Afternoon,0
2194,6401,User6401,45.0,Female,Mobile,Side,Social Media,,1
2195,9290,User9290,61.0,,Desktop,Bottom,Entertainment,,1
2196,3333,User3333,30.0,Male,Tablet,,,Evening,1
2197,1127,User1127,,,Desktop,Side,,Afternoon,1
2198,7248,User7248,,Non-Binary,,Top,Social Media,Evening,1
2199,6842,User6842,37.0,Female,Desktop,Side,Entertainment,Afternoon,0
2200,3915,User3915,,Female,Desktop,Side,,Evening,1
2201,5414,User5414,,Female,Desktop,Bottom,Entertainment,,1
2202,2174,User2174,36.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
2203,4254,User4254,19.0,Male,Desktop,Bottom,,Afternoon,1
2204,7670,User7670,,Female,Tablet,Top,Education,Night,1
2205,4661,User4661,,Non-Binary,Mobile,Bottom,,Night,0
2206,412,User412,,Male,Tablet,Top,News,Evening,1
2207,5574,User5574,52.0,,,Bottom,Shopping,,1
2208,1905,User1905,62.0,,Mobile,Bottom,Education,Night,1
2209,8071,User8071,,,,,,Morning,0
2210,9842,User9842,43.0,Non-Binary,Mobile,Top,Shopping,Afternoon,1
2211,3037,User3037,36.0,Male,,,Shopping,Morning,1
2212,8906,User8906,,Male,Desktop,Top,,Night,1
2213,8965,User8965,25.0,Female,Mobile,Bottom,Social Media,Evening,1
2214,4539,User4539,54.0,,Mobile,Bottom,,,1
2215,6155,User6155,57.0,Female,Tablet,Top,News,,0
2216,235,User235,55.0,,Mobile,Side,,Morning,0
2217,5980,User5980,40.0,Female,Desktop,Side,,Morning,1
2218,674,User674,,,Tablet,Side,Entertainment,Evening,1
2219,8515,User8515,,Non-Binary,Mobile,Bottom,Entertainment,,1
2220,9766,User9766,,Male,,Bottom,Shopping,Evening,1
2221,9148,User9148,19.0,,Mobile,Bottom,,,0
2222,9807,User9807,35.0,Non-Binary,Tablet,,,Night,1
2223,1805,User1805,,Male,Mobile,,,Afternoon,1
2224,1524,User1524,24.0,Male,Mobile,Bottom,,Night,1
2225,7064,User7064,61.0,Male,Tablet,Side,,Night,0
2226,1524,User1524,,Male,,Bottom,,Night,1
2227,6193,User6193,,Female,Desktop,,Shopping,Afternoon,1
2228,6100,User6100,,,Desktop,,Education,Night,1
2229,8750,User8750,,Female,,Top,Social Media,,0
2230,3352,User3352,,Female,Desktop,Side,,Night,1
2231,7533,User7533,,Female,Tablet,Side,Shopping,Night,0
2232,7544,User7544,,Female,Mobile,Top,News,Afternoon,1
2233,5266,User5266,55.0,Non-Binary,,Bottom,,Night,0
2234,2156,User2156,,Female,Tablet,,,Afternoon,1
2235,1229,User1229,22.0,Female,Desktop,Bottom,Entertainment,Morning,0
2236,4092,User4092,47.0,,Mobile,Top,Shopping,Night,0
2237,9234,User9234,,Male,Desktop,,,Morning,1
2238,9267,User9267,,,Desktop,Top,,,1
2239,2973,User2973,,Non-Binary,Tablet,Bottom,,Night,1
2240,170,User170,64.0,,,Bottom,,Afternoon,0
2241,7800,User7800,53.0,Non-Binary,Desktop,Bottom,News,Night,0
2242,323,User323,,Female,Desktop,Top,Education,Afternoon,0
2243,8353,User8353,,,,Bottom,,Evening,1
2244,4950,User4950,28.0,Male,Mobile,Side,,,1
2245,2173,User2173,,,Mobile,,Shopping,Night,1
2246,1650,User1650,,,Desktop,Bottom,,Morning,1
2247,5217,User5217,,Female,Desktop,Side,Shopping,,0
2248,4956,User4956,42.0,Male,Mobile,Bottom,Social Media,Morning,0
2249,4228,User4228,,,,Side,,Morning,1
2250,1401,User1401,34.0,,,Top,Shopping,,0
2251,5085,User5085,,,Tablet,,News,Night,1
2252,5526,User5526,20.0,,,Side,Education,Morning,0
2253,674,User674,,,,Side,Entertainment,Evening,1
2254,5514,User5514,31.0,,Desktop,Side,,Night,1
2255,5647,User5647,,,Tablet,Side,,Morning,1
2256,8924,User8924,36.0,,Tablet,Top,,Afternoon,0
2257,4643,User4643,,,Desktop,Top,,Night,0
2258,8491,User8491,40.0,,Mobile,Top,,Morning,0
2259,8361,User8361,41.0,Female,,Side,News,Afternoon,1
2260,8174,User8174,20.0,Female,Mobile,Bottom,,Afternoon,1
2261,9842,User9842,43.0,Non-Binary,Mobile,Top,Shopping,Afternoon,1
2262,2339,User2339,,Female,Desktop,Top,,Afternoon,0
2263,5748,User5748,,Male,Desktop,Side,Entertainment,Morning,1
2264,228,User228,,,,Top,Social Media,,1
2265,7518,User7518,,Non-Binary,,Bottom,,Evening,1
2266,4701,User4701,34.0,,Tablet,Top,Shopping,,0
2267,8666,User8666,57.0,Male,Desktop,Side,Entertainment,,0
2268,3854,User3854,56.0,,Tablet,Bottom,,Afternoon,1
2269,9146,User9146,58.0,,,Top,,Afternoon,1
2270,5436,User5436,40.0,,Desktop,,,Afternoon,1
2271,2428,User2428,33.0,,Tablet,Side,,Morning,1
2272,9057,User9057,,,,Side,,Afternoon,1
2273,805,User805,,,Desktop,Bottom,,Evening,1
2274,6893,User6893,21.0,,Mobile,,Entertainment,,1
2275,8753,User8753,,Non-Binary,Tablet,Top,Entertainment,Morning,1
2276,5924,User5924,,Non-Binary,Tablet,Side,Education,,0
2277,1562,User1562,51.0,,Mobile,Bottom,News,,0
2278,9290,User9290,61.0,,,Bottom,Entertainment,Afternoon,1
2279,2228,User2228,,Female,Desktop,,,Evening,0
2280,6730,User6730,64.0,,Mobile,Bottom,,Night,0
2281,4804,User4804,,Non-Binary,Tablet,Bottom,,Afternoon,0
2282,8512,User8512,,Non-Binary,Mobile,Top,News,Morning,0
2283,3801,User3801,26.0,Non-Binary,Desktop,,,Evening,1
2284,6202,User6202,,Female,,Bottom,Shopping,Night,1
2285,6886,User6886,43.0,Male,,Bottom,,Evening,1
2286,2913,User2913,57.0,Non-Binary,Mobile,Side,Social Media,,1
2287,8965,User8965,25.0,Female,Mobile,,Social Media,,1
2288,8454,User8454,18.0,Female,Tablet,Side,,,0
2289,3951,User3951,,,Desktop,,News,Night,0
2290,5699,User5699,19.0,,,Top,,Morning,1
2291,2876,User2876,23.0,Non-Binary,Tablet,,Education,Morning,1
2292,8252,User8252,,Male,Tablet,Side,,Night,1
2293,6835,User6835,49.0,,Tablet,Side,Shopping,Afternoon,0
2294,6193,User6193,29.0,Female,Desktop,,Shopping,Afternoon,1
2295,5862,User5862,56.0,,Desktop,Side,News,Night,0
2296,1635,User1635,54.0,Female,Tablet,,News,Evening,1
2297,7856,User7856,63.0,Female,Desktop,Side,,Evening,0
2298,2964,User2964,40.0,Non-Binary,Mobile,Side,Entertainment,Night,1
2299,7172,User7172,,,Tablet,Bottom,,Morning,0
2300,1817,User1817,22.0,Non-Binary,,,,Night,0
2301,5921,User5921,,,,Side,,Morning,1
2302,2788,User2788,26.0,,,Bottom,Social Media,Night,0
2303,7670,User7670,54.0,Female,Tablet,Top,Education,,1
2304,8921,User8921,18.0,,Desktop,Top,Entertainment,Night,0
2305,4483,User4483,,Non-Binary,Desktop,Top,News,,1
2306,8947,User8947,22.0,Male,Desktop,,Entertainment,Night,1
2307,1529,User1529,20.0,Female,Mobile,Top,,Afternoon,1
2308,8253,User8253,,Non-Binary,Desktop,Bottom,Entertainment,Night,1
2309,7322,User7322,,Female,Desktop,Bottom,Social Media,,1
2310,7526,User7526,,,Tablet,,,,1
2311,922,User922,48.0,,,Bottom,,Evening,0
2312,9642,User9642,,,Mobile,Bottom,,Evening,1
2313,4938,User4938,,Male,Desktop,,Social Media,Evening,1
2314,3271,User3271,23.0,Male,Desktop,Top,Entertainment,Afternoon,0
2315,7518,User7518,,,Desktop,Bottom,,Evening,1
2316,8147,User8147,32.0,Female,Desktop,Top,,Night,1
2317,8837,User8837,,,,Bottom,Social Media,,0
2318,7229,User7229,43.0,Non-Binary,,Top,,,1
2319,4361,User4361,29.0,Male,Tablet,Side,Education,,1
2320,2735,User2735,30.0,Male,Mobile,Bottom,,Evening,0
2321,2782,User2782,58.0,Female,Tablet,Bottom,,,0
2322,6337,User6337,,,Mobile,Top,Social Media,,1
2323,4228,User4228,,,Desktop,Side,,Morning,1
2324,6288,User6288,61.0,Non-Binary,,Bottom,News,Afternoon,1
2325,9892,User9892,,,,Side,,Evening,1
2326,7498,User7498,,Male,Mobile,Side,Shopping,,1
2327,2023,User2023,19.0,Non-Binary,Desktop,Top,,Morning,1
2328,1722,User1722,36.0,,Mobile,,Education,,0
2329,1905,User1905,,,Mobile,Bottom,Education,Night,1
2330,5895,User5895,,Non-Binary,,Side,,Morning,0
2331,9107,User9107,62.0,,Mobile,,,Morning,0
2332,6765,User6765,46.0,Female,Tablet,Side,Entertainment,Morning,1
2333,7266,User7266,,,Tablet,Bottom,,Afternoon,1
2334,4620,User4620,43.0,,,Side,Entertainment,Night,1
2335,8459,User8459,38.0,Non-Binary,Tablet,Bottom,,Morning,1
2336,3854,User3854,56.0,,Tablet,,Social Media,Afternoon,1
2337,5955,User5955,59.0,,Tablet,Side,,,1
2338,5189,User5189,,Female,Desktop,,Education,Morning,0
2339,9157,User9157,,,Mobile,Bottom,Entertainment,,1
2340,9954,User9954,56.0,Male,Desktop,Side,Entertainment,,0
2341,5276,User5276,42.0,,Tablet,,Shopping,Afternoon,1
2342,3060,User3060,,Male,Tablet,Bottom,News,,1
2343,8174,User8174,,,Mobile,Bottom,,Afternoon,1
2344,6788,User6788,18.0,,Mobile,,,Night,0
2345,6959,User6959,,Male,Desktop,,,Evening,1
2346,6122,User6122,40.0,Non-Binary,Mobile,Side,News,Night,0
2347,68,User68,,,Tablet,Side,News,Evening,0
2348,2727,User2727,,Non-Binary,Mobile,Bottom,,Afternoon,1
2349,5832,User5832,28.0,Non-Binary,Desktop,Side,,,1
2350,6202,User6202,,Female,Tablet,Bottom,,Night,1
2351,1638,User1638,53.0,Non-Binary,Tablet,Bottom,Education,Evening,0
2352,6237,User6237,32.0,Non-Binary,Mobile,,,Morning,1
2353,2485,User2485,57.0,Non-Binary,Mobile,,News,Night,1
2354,5490,User5490,50.0,Non-Binary,Mobile,Top,,,0
2355,3741,User3741,,Female,,,Social Media,Evening,0
2356,5869,User5869,,,,,,Evening,0
2357,8774,User8774,,,Desktop,Top,,Evening,0
2358,6438,User6438,53.0,Non-Binary,Tablet,Top,Shopping,Night,1
2359,412,User412,,,Tablet,,,Evening,1
2360,1454,User1454,,Female,,Top,,,1
2361,5421,User5421,47.0,Non-Binary,,Bottom,,Morning,0
2362,670,User670,22.0,,Desktop,Top,Shopping,Afternoon,1
2363,4254,User4254,19.0,Male,Desktop,Bottom,,Afternoon,1
2364,1178,User1178,,Male,Desktop,,,Evening,1
2365,4057,User4057,,,Desktop,Side,,Evening,1
2366,5489,User5489,,Male,,Bottom,Social Media,Evening,0
2367,3915,User3915,,Female,,Side,,Evening,1
2368,2272,User2272,52.0,,Tablet,Bottom,News,Morning,1
2369,3118,User3118,57.0,Male,Mobile,Top,,Evening,1
2370,1428,User1428,,Non-Binary,Desktop,Top,,Evening,0
2371,3073,User3073,,Female,,Top,,Afternoon,0
2372,7151,User7151,,Non-Binary,Tablet,Side,News,Morning,1
2373,2787,User2787,32.0,,Tablet,,News,Evening,0
2374,6161,User6161,61.0,,Tablet,,,Afternoon,1
2375,5193,User5193,,Female,Desktop,Side,Education,,1
2376,9527,User9527,44.0,Male,Desktop,,News,Afternoon,0
2377,3335,User3335,24.0,Male,Mobile,,Entertainment,Night,1
2378,4969,User4969,62.0,Female,Tablet,Side,News,,0
2379,1755,User1755,,Non-Binary,,,News,,1
2380,1171,User1171,,Female,Mobile,,,Night,1
2381,1919,User1919,,,Tablet,,Entertainment,Night,0
2382,4429,User4429,34.0,,Mobile,,,Morning,1
2383,4871,User4871,58.0,,Desktop,Side,,,1
2384,8339,User8339,41.0,Female,Mobile,Side,Education,,0
2385,9146,User9146,58.0,,,Top,,Afternoon,1
2386,6413,User6413,,Female,Mobile,Top,Shopping,Night,0
2387,9418,User9418,20.0,,Tablet,Side,News,,1
2388,8277,User8277,44.0,Female,Desktop,,Social Media,,0
2389,8606,User8606,28.0,Male,Mobile,Side,News,Night,0
2390,5980,User5980,,Female,Desktop,Side,,Morning,1
2391,6449,User6449,42.0,,Desktop,Top,,Night,1
2392,9689,User9689,,,Desktop,Bottom,,,1
2393,6979,User6979,62.0,,,,,Morning,0
2394,1710,User1710,37.0,,Tablet,Side,,Afternoon,1
2395,3330,User3330,49.0,Male,Desktop,Top,News,Afternoon,1
2396,4021,User4021,,,,Side,,Morning,1
2397,9516,User9516,28.0,Female,Desktop,Top,,Morning,1
2398,5732,User5732,,Non-Binary,,Bottom,,,1
2399,4938,User4938,28.0,Male,Desktop,Side,Social Media,Evening,1
2400,3045,User3045,,Male,Mobile,Bottom,,Afternoon,0
2401,4848,User4848,,Female,Desktop,Bottom,,,1
2402,7750,User7750,46.0,,Mobile,Side,Social Media,Morning,1
2403,6980,User6980,62.0,,Desktop,Bottom,,Night,1
2404,6063,User6063,18.0,Non-Binary,Desktop,Side,,,0
2405,6893,User6893,21.0,,Mobile,Top,Entertainment,Evening,1
2406,2076,User2076,18.0,Female,Mobile,Bottom,News,Morning,0
2407,9397,User9397,19.0,,Tablet,Top,Entertainment,Evening,1
2408,2804,User2804,,Female,Tablet,Bottom,Education,Evening,1
2409,3245,User3245,40.0,,Desktop,Side,Shopping,,1
2410,3299,User3299,44.0,,Tablet,Side,,,1
2411,8522,User8522,,,Desktop,Side,Shopping,Evening,0
2412,3801,User3801,26.0,Non-Binary,Desktop,Side,,,1
2413,6862,User6862,,,Tablet,Side,Education,Afternoon,1
2414,9013,User9013,,Male,,,,Night,0
2415,4042,User4042,47.0,Female,,Bottom,News,Night,0
2416,9070,User9070,,Non-Binary,Tablet,Bottom,,Morning,1
2417,58,User58,36.0,Female,Mobile,Top,,Morning,1
2418,6186,User6186,48.0,Non-Binary,,Side,,Night,0
2419,6505,User6505,37.0,Female,Tablet,Side,,,0
2420,375,User375,26.0,Non-Binary,Mobile,,Social Media,Evening,1
2421,4836,User4836,55.0,,Tablet,Side,,Evening,1
2422,674,User674,,,Tablet,Side,,Evening,1
2423,6116,User6116,,,Mobile,Side,Education,Evening,0
2424,5566,User5566,,Non-Binary,Mobile,Bottom,Social Media,Morning,1
2425,4015,User4015,44.0,Male,Tablet,Side,,Evening,1
2426,8883,User8883,,Female,Mobile,Bottom,Education,Evening,1
2427,1791,User1791,,,Tablet,Bottom,Education,Night,0
2428,8253,User8253,57.0,,Desktop,Bottom,Entertainment,Night,1
2429,606,User606,,Non-Binary,Desktop,Bottom,Entertainment,,1
2430,4429,User4429,34.0,,Mobile,Top,Entertainment,Morning,1
2431,6475,User6475,,Non-Binary,Tablet,Bottom,,Evening,0
2432,1207,User1207,42.0,,Mobile,Bottom,Education,Evening,0
2433,5386,User5386,57.0,,Mobile,,Education,Evening,0
2434,3042,User3042,,,Mobile,Side,Social Media,Afternoon,1
2435,9397,User9397,19.0,,,Top,Entertainment,Evening,1
2436,6015,User6015,,Female,Desktop,Bottom,Education,Morning,0
2437,2017,User2017,,Male,Tablet,Bottom,Shopping,Evening,1
2438,1910,User1910,63.0,Male,Desktop,Side,Social Media,Night,1
2439,5579,User5579,,Non-Binary,Mobile,,Shopping,Evening,1
2440,9842,User9842,43.0,Non-Binary,,,Shopping,Afternoon,1
2441,277,User277,59.0,Male,Desktop,Top,Entertainment,Afternoon,1
2442,742,User742,21.0,,Mobile,Bottom,Shopping,Morning,0
2443,5968,User5968,,,Tablet,Side,,Evening,1
2444,6861,User6861,,Non-Binary,Tablet,Side,,,1
2445,4411,User4411,49.0,Female,Desktop,,,Morning,0
2446,1937,User1937,26.0,,Mobile,Side,,,0
2447,7450,User7450,,,,Side,News,Night,1
2448,8710,User8710,18.0,,Tablet,Top,,Night,0
2449,5942,User5942,,Non-Binary,Tablet,Bottom,Social Media,,1
2450,8252,User8252,,Male,Tablet,Side,,Night,1
2451,5805,User5805,29.0,Non-Binary,Tablet,Bottom,,Morning,0
2452,8120,User8120,34.0,Female,Mobile,Side,,Evening,0
2453,7138,User7138,26.0,Male,Tablet,,,Night,1
2454,4290,User4290,,,Tablet,Side,Shopping,Afternoon,0
2455,7450,User7450,,,Desktop,Side,,Night,1
2456,8056,User8056,25.0,,Mobile,Top,,Afternoon,0
2457,2392,User2392,62.0,,Tablet,Side,News,,0
2458,2865,User2865,,,Tablet,Bottom,Entertainment,Night,0
2459,1741,User1741,,,,Bottom,,Night,1
2460,393,User393,40.0,,Desktop,,,Morning,1
2461,9136,User9136,,Non-Binary,Desktop,Side,,Afternoon,1
2462,8994,User8994,34.0,Female,Mobile,Bottom,Entertainment,Morning,1
2463,7962,User7962,,,Tablet,Top,,Afternoon,1
2464,518,User518,29.0,Male,Tablet,Bottom,Shopping,Morning,1
2465,9789,User9789,36.0,,Tablet,Side,,Morning,1
2466,891,User891,43.0,Male,Tablet,Bottom,Social Media,Morning,0
2467,6854,User6854,32.0,,Mobile,Bottom,,,1
2468,2457,User2457,61.0,Non-Binary,Mobile,,,Evening,0
2469,2156,User2156,46.0,Female,Tablet,Side,,Afternoon,1
2470,5579,User5579,,Non-Binary,Mobile,Side,Shopping,Evening,1
2471,1948,User1948,57.0,Male,Mobile,Top,,Evening,0
2472,7313,User7313,,Non-Binary,Mobile,Side,,Night,1
2473,5525,User5525,39.0,Female,Tablet,Bottom,,Morning,0
2474,3323,User3323,48.0,Female,Tablet,Side,,Afternoon,1
2475,2236,User2236,59.0,,Desktop,Bottom,,Evening,0
2476,8530,User8530,52.0,Female,Mobile,Top,Social Media,,1
2477,4348,User4348,62.0,Female,Desktop,,Shopping,Afternoon,1
2478,488,User488,62.0,Non-Binary,Mobile,Side,,,0
2479,7,User7,,Female,,Bottom,,Evening,1
2480,2032,User2032,36.0,,Desktop,Bottom,Education,Morning,1
2481,8252,User8252,,Male,,,,Night,1
2482,9057,User9057,38.0,,Desktop,,,Afternoon,1
2483,4592,User4592,,Male,Desktop,,,Night,0
2484,6479,User6479,,Male,Tablet,Side,,,1
2485,5439,User5439,38.0,,Tablet,Side,Social Media,Afternoon,1
2486,1543,User1543,49.0,,Tablet,Top,,Morning,0
